x,y
1.0,5.814389568183915
1.183673469387755,6.043648273557547
1.3673469387755102,6.108763565561326
1.5510204081632653,6.089379940481934
1.7346938775510203,6.485487985579234
1.9183673469387754,6.923384720739497
2.1020408163265305,7.748809344090308
2.2857142857142856,7.483034110731047
2.4693877551020407,7.8962854287084765
2.6530612244897958,8.182304506826048
2.836734693877551,7.837431090870883
3.0204081632653064,9.153082497437447
3.2040816326530615,9.73144755559207
3.3877551020408165,11.54790011463699
3.5714285714285716,10.800272364977557
3.7551020408163267,11.749570058258952
3.938775510204082,12.272353156802435
4.122448979591837,12.300412146039047
4.3061224489795915,14.681877392658086
4.4897959183673475,15.325759927637614
4.673469387755102,16.33525938308477
4.857142857142858,15.961676503467508
5.040816326530613,19.0477389975574
5.224489795918368,17.621737433017838
5.408163265306123,20.770885691394806
5.591836734693878,23.844431085808598
5.775510204081633,21.757428332455106
5.959183673469388,23.69539394300991
6.142857142857143,26.110484325326947
6.326530612244898,26.986302549960246
6.510204081632653,27.212201404963192
6.6938775510204085,31.544865677363266
6.877551020408164,31.724743622503848
7.061224489795919,36.5552255330553
7.244897959183674,36.31235261457621
7.428571428571429,43.715650081351164
7.612244897959184,41.554429867260176
7.795918367346939,45.36072669518238
7.979591836734694,51.14740297401682
8.16326530612245,49.171486878657156
8.346938775510203,56.4954251891472
8.53061224489796,63.44694661486049
8.714285714285715,58.391536197392426
8.89795918367347,68.32215363239212
9.081632653061225,73.11683529417682
9.26530612244898,79.96703195251162
9.448979591836736,76.98108988394654
9.63265306122449,81.71579259851852
9.816326530612246,95.72437837099369
10.0,100.94963844341893
